origination_date,loan_amount,annual_interest_rate,repay_date,repay_amount,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
2016-05-22,5000,0.24,2016-12-06,0.0,-0.004324389881953175,-4.857386828611244e-07,0.0032453090900894863,-0.0031455172681193653,0.007941207462763677,0.011696273797703613,-0.004221103582324751,0.0013213155960645991,-0.0008061601200753879,-0.005376401698121958,0.0032063661220956365,0.0025308022012592722,-0.004201285051243369,-0.0040882928484587315,0.0038626979833634254,0.0052468118920102474,0.004032084497358752,0.0029684772622669956,0.001931743028044381,0.00884525746980965,-0.004131382386519995,-9.196711667361987e-05,-0.0028719816818281695,0.013004066247307782,-0.0008850164813850412,-0.0023201106677373192,0.0025996368411017505,0.0011681510054905421,-0.010689153554138223,0.004613652959024349
2015-05-17,5000,0.24,2015-12-16,5868.75,0.007282848769109316,0.0016358665919859602,0.0005535841947927749,-5.372869317913254e-05,-0.012600032478973937,0.018135815348114464,0.0008084528224246331,-0.005541115496362145,0.006334683285476142,-0.0037829696980980878,0.00449648532829392,-0.014399324594136342,0.004389343933178166,-0.0007525447733207311,-0.00940275227588706,0.0005715328275493826,0.0003046967088841299,0.011311755289479364,0.0028645884587617854,-0.0012604229577806124,0.001985168760761282,-0.0021152972826364766,0.0014831732970829897,0.009737176053982163,-0.0006394807518144378,-0.0020990050583995523,-0.004402599566567539,-0.00378187477068632,-0.005451871311739382,-0.002378880480974743
2015-11-20,16000,0.24,2016-09-25,19407.22,0.002585904943197663,-0.01325668557257307,-0.01019748042040422,0.007113392114195176,-0.0003833666378813017,-0.005546047701094734,-0.0022780430264364754,0.003108226085420719,-0.002799915347827841,0.008692271683381738,-0.0014327225585164937,-0.005146950755623524,-0.003482123798640435,0.0032296885890915113,0.010545809674047361,0.0049334463538831174,-0.0020098651319398106,0.006552622887440898,-0.0006526927031453398,-0.0025198203152927,-0.0029593381062399645,-0.0018700793718709483,0.0013046920773297018,-0.0013451549533202857,-0.0013592569113766453,-0.001206677256300867,0.0029243175018310156,0.004333902061569466,-0.0004308460685945127,0.006407119536456559
2015-08-22,36000,0.24,2016-05-25,42583.87,0.00801763783089462,-0.005383170831394662,0.006034131161587333,0.006621000453910706,0.002733321623681595,-0.003550652630131764,0.0020443580330251508,-0.002473019500525775,-0.004958375193126937,0.002702125453869825,0.005949097076868646,-9.793146852245638e-05,0.003003267036172618,0.0040899660230227985,-0.0007947916159214586,5.1065357552514316e-05,-0.0015112422757746862,-0.0009063600816505674,-0.005635289370630606,-0.012509918329002414,-0.002254044447465826,-0.0009911857822995232,0.006126241098251327,-0.010484025081556013,0.004829128007835388,0.0009376493603076599,-0.0021135205170148075,0.0026701446078242134,-0.011559133819122444,0.00566603089968969
2017-12-23,11000,0.24,2018-04-29,12054.91,-0.009887874219715093,-0.0027585702569252477,0.0027930319887129688,-0.002232791560735311,-0.0010297247989909213,0.00012217864576794527,-0.0013007366402997694,-0.005136020832702559,0.001996060790762787,0.0018456130382629341,-0.010062304786542792,-0.0064239611811815174,-0.0028308680840248707,0.004182998843087757,0.0025272873726979,0.002962956673384711,0.003415131982751221,-0.0029911428743285427,-0.004422339721828521,0.0021956812856694817,0.0017433438193607729,0.006019388038210029,-0.007674198660173521,-0.007387249866905449,0.0028846704907637935,-0.012497529593045714,-0.004406872720526682,-0.0008548960236377377,0.0011258175184533713,0.004892935209097271
2017-06-18,10000,0.27999999999999997,2017-10-22,10989.54,0.0012513532513208452,0.0004910529238290501,-0.004412318106360613,5.009080209689674e-05,-0.0028807755985617535,-0.005468104414974908,-0.004626107166218244,-0.001969821482378518,-0.0031397730787814226,0.006104724001535838,0.002520699862084115,0.0007787784046957204,0.003374950671592418,0.0032625417692880108,0.001891325707119193,0.004002990846546009,0.0037804061449545935,0.0006142648368009704,0.008831859917771055,-0.0064347254130149075,-0.003629753010650555,-0.003062826276055728,0.006404354615292988,0.003766911509084159,0.00015241016554685952,-0.0004992110403910164,0.003972838472410101,0.0008109989987201685,0.001178566906151127,-0.00041087961980673605
2017-04-13,27000,0.2,2017-08-17,28953.95,0.002987542161301574,-0.020217733040899088,-0.0025560439289654987,0.009602131744722872,-0.009497487762743305,-0.00749706462014852,-0.00029492780830073543,-0.0035885084910928346,0.001590435805352306,0.003372245859556593,-0.004183422020252179,0.0004767784030452001,0.0044073517538366445,0.0011074364455176569,0.003075311496874104,0.007333975558626764,-0.01042997131696452,-0.006184707317379799,0.001805755686220338,0.004834618822971611,-3.92538891130591e-05,0.0017860327343798116,-0.00992784943149628,0.011022858468603552,-0.0030344481829289185,0.002291307533944603,0.008777209556155168,0.001732512673112581,0.0004032254859050466,0.0030080998464732714
2016-03-17,39000,0.2,2016-11-01,0.0,-0.0028722175421898107,-0.0019251674014487356,-0.0006360616642947097,-0.0001472818325335206,-0.0037930835721382626,0.0011764568196719124,0.0005871571290314386,0.0006814816417060301,-0.007901606668864958,-0.00014164116945682934,-0.008823955261184629,0.0006927438679069091,0.0028048911329235714,0.0020853156667684754,-0.0004406854327801863,0.0035661854280132402,0.0038844030056201725,0.00398742074090997,-0.003133380208358501,-0.0028832468950255245,0.0005553367702547992,0.007213002184305561,8.942860833442748e-05,-0.0026233974053089157,0.0004594256624738573,-0.0068726447039294215,-0.0052846519649157936,-0.00037487824300536815,0.0007510731668568631,-0.0015467587693310694
2017-12-18,14000,0.24,2018-05-12,15348.98,-0.010713381605030839,-0.0030613742878125255,0.00792811624233401,0.0011871383940161584,-0.009686515009917759,0.015010705529740018,0.004623651660103327,-0.0023022472553119043,-0.007217440295175727,-0.002608895243224128,0.010285212631815943,0.0005785799475546421,0.0016015090751822063,-0.005542525905461105,0.0034332844854667107,0.0069461165024401255,-0.0042622807933269105,-0.008231003511271465,-0.0017556552439526305,-0.0088621914165495,-0.0001344422852730177,0.00231789582991788,-0.011128741729978572,0.0025566231012249287,0.005361810453548353,-0.017510933062629814,0.005995250584293839,-2.5657040745939183e-05,-0.00782744133436603,0.010961368779433612
2016-04-01,5000,0.24,2016-09-01,5671.8,0.003533205219915166,-0.009826634489603149,0.0028785444258094895,0.010404674767225409,0.0036096738397451327,-0.0013902052578587752,-0.00482420829564523,-0.0054672959758637315,0.0027104662028797385,-0.008127841253838863,-0.005818115452162815,0.009382985073889388,0.006223590765786822,-0.0009795780519452348,0.0039871888427443465,0.006114117121633626,-0.005120834518689904,-0.0077834684800047686,0.0054803515381746624,0.0027574209973958265,0.0009018799304083693,-0.003087675091375302,-0.004113733066666828,0.00944117619131474,0.0050077082898472005,0.0032150388343882563,-0.007264537264912465,-0.0004119881202645148,-0.0014179626682228866,0.001060756367779812
2015-04-26,31000,0.24,2017-04-14,47557.59,-0.005325219686563186,0.003404112187429608,0.004161940698320888,0.0023659829368960295,0.001579651356527153,-0.0012442919697362635,0.00607566427100782,0.007039277853199141,0.012800164768672974,-0.011094213220808958,-0.01192592053921128,0.006825879412343122,0.0004041385113729129,0.0037679838514169577,-0.001761519933671993,-0.001172047203253466,0.007815453388961936,-0.005751831229455062,-0.006337630151933582,0.005150951831877396,-0.0005142221147684743,0.007761753015028494,0.0006673711628969376,-0.00015376798744028331,0.005644563943531506,-0.002230524725750648,0.001705667238960945,0.0031820167524569645,0.002581972042906129,-0.003834744772868682
2017-12-12,8000,0.22,2018-04-22,8591.81,-0.008140375613883855,-0.009917071883378108,0.005558433859322095,0.006039193686108261,0.0017792329692098482,0.0003830378761789636,-0.0019110546146420763,-0.0036072365621135968,-0.015018925538096348,-0.010560846837650132,0.004511034945252639,-0.0018973925397885658,0.007119979533232835,-0.002639664787598822,0.01361236246558263,0.004262231650696977,-0.0012975256301612013,-0.0019506895584080403,-0.002962060625430363,-0.002302442306839937,0.006394957116642955,0.001084809645451278,-0.001822066772083703,-0.005869280803078721,0.003961991838570375,-0.008499059853946994,-0.0032210696711463776,-0.007613431188241835,-0.004186302721092914,0.005206866761211024
2015-10-08,8000,0.22,2017-01-16,10512.09,-0.0054860982188150225,0.008250825792884376,-0.007024240858160139,-0.016309740437542297,-0.005687233891510245,0.0007331205965452784,-0.0034295729705661284,-0.002345383020920735,-0.005982669513988104,0.005004440927944583,-0.006676347398478141,-0.0009062259143480679,-0.0014467625950923167,-0.000963132692661404,-0.006057697715277435,0.0002064357170284422,-0.007246228980444638,0.0026053109996091095,0.005748507410969066,-0.006002352962887646,-0.003123432391366972,-0.0041996089594602305,-0.011368084491111008,0.010697640284538198,-0.0010128661073299664,-0.008970987117442866,-0.0004676436723800476,-0.003651437178466324,0.000808731310127374,-0.002427185722876748
2015-12-01,25000,0.27999999999999997,2016-05-11,27894.82,-0.0035485307810376207,0.011435813921073623,-0.005080644895466082,-0.0072050644767294525,-0.0020365584414158014,-0.008735949928487346,-0.003718714640689671,-0.002562699856067893,0.011975385464925528,0.003632331492021011,-0.005209772687725285,0.005581135863148399,0.0032422372001628037,-0.0006082128796853942,0.005826333509757947,-0.0011372065078184726,-0.009026794002197976,-0.003906464429751272,0.00859984142920993,0.0068766491018239385,0.0006471398882963257,-0.008143490232633577,-0.005661247106132356,-0.0004697452667424177,-0.011935220171404224,0.002755579500394545,0.005579568506464236,-0.0026640036983943305,-0.001479754275236404,-0.00403068782969907
2015-05-15,6000,0.2,2016-01-05,6847.31,0.011886786301752559,0.01685199959368724,0.00860449405724164,0.0020907111229128005,-0.002667822787179694,0.0036826254590752363,-0.00384494212230462,0.0028708530301727025,0.008205397709144994,-0.005141718851581895,-0.00224059947602485,-0.002325364536882862,0.011291017911676986,-0.001589529852080965,0.0017556366868213822,-0.005565468606125153,0.004152019264729271,-0.0007237296537198192,0.0004414009202371169,-0.00887734708069466,-0.006880973085517878,-0.0031279121903358114,-0.008675440803911798,0.01140391220508752,-0.004394534614150428,0.001828967582361662,-0.007263249180668777,-0.003007290655484296,-0.004339549357257482,-0.020025683159100964
2016-05-24,9000,0.26,2017-05-14,11368.42,0.012104182873120036,0.011446090465060474,-0.002197046462299033,-0.004100328175072707,0.0007639446497713746,-3.5467405501883093e-05,-0.0012349674063641845,0.004978489998628536,-0.003961790609336216,-0.0001354739349239458,0.0010990436048378413,0.006141283104846336,-0.005088191474265141,0.0005572849410925266,-0.0022581878316894027,-0.0006184395389231451,-0.010856016384209601,0.0022735481003919467,0.00038266076388587784,-0.0014941987801287773,0.004684924852111248,0.006813228882617053,0.0006961005180986661,-0.005543878660968763,-0.00859588663086689,0.0012865885916908916,0.003415093198767722,-0.0008686055084249475,0.001614716991913216,-0.001043374073054768
2015-02-06,18000,0.2,2015-03-25,18527.59,-0.002374781479749816,-0.010241420801321033,0.0024683833044668612,0.011460206084736997,-0.0017838176825029578,0.006189297715303399,-0.008259125860956593,0.0006972174148217159,-0.004914312403660344,0.010815535835157082,0.003461207076977316,-0.0003965052454976558,0.0050945405927372315,-0.005370571731188602,0.005466303969676753,-0.0006050170138257223,0.0016198319083944482,-0.006481333510464697,-0.005566395466782766,-0.007505944625442153,0.005073688979436749,-0.005825829470466739,0.004098569238303566,-0.001786539422195657,-0.0038634135079457736,0.0008210180402810527,-0.0001369114655895124,0.0033658337829890594,0.0019469835130991797,0.0026200711657859764
2015-12-19,7000,0.2,2016-08-30,8050.9,0.0009011076707274721,0.014062649629073934,-0.0006416412274571176,-0.007120737278808473,0.006061507824955945,-0.010293230126209443,0.0038718737619572925,0.0055519487561427995,0.019202244921892275,0.005126152754427645,-0.01524726065307985,0.0026528066892371896,-0.0025793934136057305,-0.0015535782420944147,-0.001652525106160789,-0.0015770267298318126,0.002370796812114574,-0.005600360717980253,-0.0040166273055120254,-0.002989753463825147,-0.00597242424079037,0.006078571492440683,-0.00042343903700822316,-0.0029864069892025177,-0.006135170764601105,-0.008810505985891426,-0.008949741867590054,0.005236543389215256,0.01546616098437337,0.0003937163605128796
2018-05-29,5000,0.22,2018-09-16,5408.8,0.0034930945359621752,0.0021096989485549183,0.009291644394399267,-0.006462473613347627,-0.004954574485219266,-0.0044892331847387595,0.0039056928197067683,0.0031179218078305924,0.006201521530591743,-0.0013300390668511911,0.00578578413026309,0.0048238678465641295,0.00019109370643815202,-0.008196607158846271,-0.012608498168940089,-0.006063180422754975,-0.0014926875935251183,-0.005356200642166994,-0.011680651935473728,-0.007118673722572812,0.010023500856910991,0.0098192783573742,-0.002361311285651177,-0.004346110094497701,-0.005940389076110016,0.0073154960086244955,-0.016503150884321777,-0.0040670209113956865,0.0025367366884871535,-0.0037502413586472795
2017-10-12,5000,0.24,2018-04-14,5572.69,0.0008238906290316297,0.009843523242041432,-0.011115586580107258,0.0003312827335810218,-0.008604060217710076,0.0032608911731503674,-0.005882843545997889,-0.004853416754845067,-0.005592500794066371,0.004139340677980401,0.0066744196136320185,-0.0003948357343436867,-0.004130492875267235,0.004239273584604238,0.004313141272683892,0.001538594623390218,-0.0014094296089557745,-0.008558627062166162,0.014336125855699823,-0.007833330616052979,0.004966741772090215,-0.0017313783278853697,-0.0042275729556611125,-0.0014020318519882469,-0.004847421501575949,0.007033791025369104,0.017728341440928896,-0.0007422291596421235,-0.005992193494985924,0.0028839836651074254
2016-07-24,14000,0.27999999999999997,2016-10-25,15008.86,0.002796652620140583,-0.0007848645500559128,-0.008414155552166125,-0.005508746246671105,0.003795497090156978,0.005812501136489826,-0.006815101714378271,-0.0042047525407557275,-0.016784689347198532,-0.006879140311155342,0.006752993113831414,0.0004801696207770325,-0.0018231376023844202,0.0027505971876061763,0.00755010585211702,-0.0028549938437584634,0.0011147899163784498,0.0005051342920041127,0.011899458784099549,0.005861130697900543,0.011470482883200673,-0.007818793715981003,-0.004822727864015283,-0.001719679708095192,-0.004055880561454666,0.011952791162681003,0.0020918788332036013,0.006053775136108651,-0.008415194030295866,0.007440195505819948
2015-07-26,8000,0.2,2016-03-27,9141.47,0.010424863287605021,-0.014760247009841266,-0.005587378189010509,0.01590121557852185,-0.004413505268415836,-0.0033685240021117343,4.2233953957045174e-05,0.004428538827218864,0.014561606325681693,-0.001465671608798693,-0.0072170617665163524,-0.0028324358522818626,-0.00524556180520365,-0.002878514381454067,-0.006496677547650647,0.00423853238429958,0.007877828303877432,-0.00567422721999356,0.002235706706642853,-0.007902960811621961,-0.002738487603372252,-0.00610441661317207,0.00012422450255332232,-0.006490793791686124,-0.007763679821655396,0.007987142221659967,0.011866835098235749,-0.0030267086535885144,0.007992455973869668,0.004121293947212867
2016-01-03,14000,0.22,2016-04-05,15027.6,-0.01196985505490863,0.0010799026590115092,-0.004125087783594684,0.0014860718427406046,0.007615388800363606,0.008680817773171886,-0.001866704580798807,0.007449261521125759,-0.011193697813135917,-0.024249578930050912,-0.003315307226110261,-0.00909373616976106,-0.008157254192248753,0.006630543588530802,-0.008005685089164324,-0.000545112474246397,-0.00831047953644309,-0.01329190036173739,-0.006872625639799761,-0.007276898854192303,0.000562103117022921,0.0001013425035144446,-0.004357838971815111,-0.004961811208186424,-0.005055388437612096,-0.0017775404278344018,-0.00026194928310154853,0.00017913492659451944,0.0016695742819888616,0.001569463593814447
2017-04-10,13000,0.26,2017-08-03,0.0,0.01172664999570687,0.006854350247784544,-0.0014844494819986238,-0.004611615166271312,-0.007482367690110153,0.0030903339737353383,-0.0026336571495351804,-0.003299977590830544,-0.005212534037133231,-0.0013583896084340091,-0.002827772041236666,-0.007266427858235474,0.007858978705003924,-0.00027646692055398407,0.0011070814777649168,-0.006589865982593882,0.00121629985965496,0.003996653868070864,0.010443546171249317,-0.011152418773083846,0.008748265772898606,-0.00429352964469799,-0.0019207476315697878,-0.008346690016591224,0.00028194272130977946,0.0033791117078335866,-0.0004028897542796615,-0.0053229742440300334,-0.006112100742993335,-0.002288448303473781
2017-08-30,10000,0.26,2018-02-10,11294.25,0.0005445807372593071,-0.0009014625792756411,0.003199208622004221,0.00322093699817004,-0.002225505044098348,-0.0036853596782639585,0.002917943642571075,0.0007037184476430814,0.006794098877989978,0.001814512694785657,-0.003673148899274482,-0.003294740567338297,-0.003260508739933588,-0.006424548019421774,0.0014837214271258086,0.0003433762553136363,0.0007030272222291398,-0.00043913216196166333,-0.0037985858181284037,0.006039159155151438,-0.003828079684347927,0.009751145037704243,-0.007828574175850615,0.005118466244818213,0.00086634147955654,-0.011560502475139709,-0.0006506041450716738,-0.0008205379627005453,0.0010605567293063074,0.00029797036238053096
2018-01-07,19000,0.27999999999999997,,,-0.008697687222258783,0.014411749767113914,-0.006742792833934011,-0.013922625345865195,-0.0025471039317177422,0.009840481449854815,-0.005423753288835814,0.009872675409562643,0.007344341161263086,-0.006733263994433081,-0.0007217999029705779,-0.0003070241866085705,-0.0034230970720182303,0.0028562285642800673,-0.002026949895876062,-0.0007708520537182791,0.003061361030388161,0.00021741107048138406,-0.0034915451527934723,-0.008419458711670174,0.000233528074269952,0.006385333622625106,-0.0027964753552471673,0.013654464565163813,-0.006431981788367866,0.00013055544482706638,-0.0012533753105582058,0.004110988080054479,0.0023735698252599106,0.004686954055219897
2017-08-26,8000,0.22,2017-12-04,8547.93,-0.003258194561488021,-0.0006155911315038505,-0.0008050604822497942,-0.00036868125621280096,-0.0004930913671062164,-0.000962656489262165,-0.0038237363344265154,0.0011431751794187665,0.014182004277289724,0.010099116330558301,-0.007784673681572812,-0.0025585803653662663,-0.004507827788199751,0.0019180442647589442,-0.006654538175306357,-0.00025006407347438693,-6.466722010382001e-05,-0.0005207288980913804,-0.003178463311856016,0.007053681641883799,-0.001200516126735268,0.002762234770826285,-0.005080134953909007,0.008229514973246452,-0.001373875874218965,-0.007996773298424784,0.002530392923759212,-0.008612912076137784,0.0013574364273175358,0.0022234813499255883
2016-07-26,19000,0.27999999999999997,2017-01-05,21314.41,-0.009630733215520276,0.005274238954696012,-0.0010161116109790713,-0.010508785260513895,-0.007944668004783195,0.005266296363958077,-0.004291159102582238,0.007105732583539929,-0.008810967127150357,0.0031655591660050097,0.002420439861005121,-0.002468586983329183,0.0031850060142373142,0.010399174310044529,-0.004922490527873737,-0.007606276534864021,-0.004180537249627297,-0.0002253103211981215,-0.010437000145495786,-0.0032129747036688037,0.009678241294480094,0.0006946053487335034,-0.009818323857929826,0.0005000605755915246,-0.0011014102676690628,-0.0038720964024806666,-0.0008308635235720674,0.004749731146121036,-0.010715597198344097,0.0037181313225957513
